StartTime,EndTime,Title,Annotation,MainCategory,Category2,Category3
00:18:36.842,00:18:36.842,43,,-0.02774334;0.02014834,0.6329286,43,
00:18:36.842,00:18:36.842,43,,-0.02689309;0.02001983,0.6331308,43,
00:18:36.885,00:18:36.885,43,,-0.02582081;0.01961255,0.6336032,43,
00:18:36.885,00:18:36.885,43,,-0.0251208;0.0190168,0.6344414,43,
00:18:36.924,00:18:36.924,43,,-0.0248106;0.01859277,0.634744,43,
00:18:36.924,00:18:36.924,43,,-0.02481573;0.01817983,0.6351165,43,
00:18:36.967,00:18:36.967,43,,-0.0256517;0.01834142,0.6358833,43,
00:18:36.967,00:18:36.967,43,,-0.02605055;0.01829189,0.6357306,43,
00:18:37.014,00:18:37.014,43,,-0.02739383;0.01888877,0.6356369,43,
00:18:37.014,00:18:37.014,43,,-0.02880897;0.01953465,0.6350636,43,
00:18:37.052,00:18:37.052,43,,-0.03004004;0.02020264,0.6347697,43,
00:18:37.052,00:18:37.052,43,,-0.03141013;0.02127433,0.6338692,43,
00:18:37.097,00:18:37.097,43,,-0.03270523;0.02274287,0.6329057,43,
00:18:37.097,00:18:37.097,43,,-0.03279352;0.02320588,0.6316484,43,
00:18:37.137,00:18:37.137,43,,-0.03303319;0.02413076,0.6302373,43,
00:18:37.137,00:18:37.137,43,,-0.03332806;0.02512711,0.6286045,43,
00:18:37.177,00:18:37.177,43,,-0.03321857;0.02547807,0.6277122,43,
00:18:37.177,00:18:37.177,43,,-0.03269644;0.02609617,0.626996,43,
00:18:37.220,00:18:37.220,43,,-0.0314996;0.02603853,0.6267827,43,
00:18:37.260,00:18:37.260,43,,-0.03024494;0.02607238,0.6270968,43,
00:18:37.260,00:18:37.260,43,,-0.02861779;0.02569312,0.6281244,43,
00:18:37.302,00:18:37.302,43,,-0.02705099;0.02529395,0.6295767,43,
00:18:37.302,00:18:37.302,43,,-0.02642393;0.02482295,0.6304948,43,
00:18:37.344,00:18:37.344,43,,-0.02607487;0.0242694,0.6320292,43,
00:18:37.344,00:18:37.344,43,,-0.02720257;0.02403158,0.6331866,43,
00:18:37.388,00:18:37.388,43,,-0.02794196;0.02398729,0.6334875,43,
00:18:37.388,00:18:37.388,43,,-0.03028204;0.02460575,0.6337655,43,
00:18:37.430,00:18:37.430,43,,-0.03224912;0.02477396,0.6331868,43,
00:18:37.430,00:18:37.430,43,,-0.03356275;0.02577215,0.6325978,43,
00:18:37.471,00:18:37.471,43,,-0.03540574;0.02697909,0.6312506,43,
00:18:37.471,00:18:37.471,43,,-0.03659918;0.027996,0.6297964,43,
00:18:37.516,00:18:37.516,43,,-0.03706098;0.0292117,0.6282773,43,
00:18:37.516,00:18:37.516,43,,-0.03697062;0.02986062,0.6276355,43,
00:18:37.558,00:18:37.558,43,,-0.03619454;0.03019118,0.6266553,43,
00:18:37.559,00:18:37.559,43,,-0.03442074;0.0300563,0.6265543,43,
00:18:37.604,00:18:37.604,43,,-0.03325982;0.02963132,0.6271077,43,
00:18:37.648,00:18:37.648,43,,-0.03125753;0.02892226,0.6285763,43,
00:18:37.648,00:18:37.648,43,,-0.02917623;0.02767003,0.6303496,43,
00:18:37.648,00:18:37.648,43,,-0.02766655;0.02672249,0.6316376,43,
00:18:37.686,00:18:37.686,43,,-0.02699672;0.02563649,0.6336868,43,
00:18:37.738,00:18:37.738,43,,-0.02725867;0.02486897,0.6351587,43,
00:18:37.738,00:18:37.738,43,,-0.02826751;0.02483279,0.6356263,43,
00:18:37.738,00:18:37.738,43,,-0.02969697;0.02486145,0.6357529,43,
00:18:37.792,00:18:37.792,43,,-0.03121617;0.02494204,0.6348089,43,
00:18:37.792,00:18:37.792,43,,-0.03212591;0.02514088,0.6337911,43,
00:18:37.834,00:18:37.834,43,,-0.0325719;0.02535015,0.6317387,43,
00:18:37.834,00:18:37.834,43,,-0.0326759;0.02541733,0.6303366,43,
00:18:37.877,00:18:37.877,43,,-0.03251815;0.02545637,0.628884,43,
00:18:37.877,00:18:37.877,43,,-0.0326381;0.02511573,0.6271259,43,
00:18:38.599,00:18:38.599,44,,-0.04326757;0.05201793,0.6122413,44,
00:18:38.645,00:18:38.645,44,,-0.04315698;0.05169135,0.6122055,44,
00:18:38.688,00:18:38.688,44,,-0.04325109;0.05156833,0.6124888,44,
00:18:38.688,00:18:38.688,44,,-0.04401467;0.05109787,0.6135285,44,
00:18:38.689,00:18:38.689,44,,-0.04472376;0.05164552,0.6141838,44,
00:18:38.732,00:18:38.732,44,,-0.04619513;0.05188739,0.6157323,44,
00:18:38.772,00:18:38.772,44,,-0.04837397;0.0522902,0.617864,44,
00:18:38.772,00:18:38.772,44,,-0.05013517;0.05281103,0.6195825,44,
00:18:38.816,00:18:38.816,44,,-0.05202756;0.05255574,0.6211656,44,
00:18:38.816,00:18:38.816,44,,-0.05511465;0.05349773,0.6242737,44,
00:18:38.855,00:18:38.855,44,,-0.05599945;0.05363101,0.6255458,44,
00:18:38.856,00:18:38.856,44,,-0.05687631;0.05353558,0.6267623,44,
00:18:38.900,00:18:38.900,44,,-0.05692026;0.05343264,0.6268837,44,
00:18:38.900,00:18:38.900,44,,-0.05635536;0.05320787,0.6262805,44,
00:18:38.943,00:18:38.943,44,,-0.05476724;0.05266351,0.6245227,44,
00:18:38.943,00:18:38.943,44,,-0.05339886;0.05242014,0.6232396,44,
00:18:38.985,00:18:38.985,44,,-0.05176288;0.0520097,0.6213315,44,
00:18:38.986,00:18:38.986,44,,-0.04891782;0.05143112,0.6171403,44,
00:18:39.036,00:18:39.036,44,,-0.04754891;0.05121636,0.614836,44,
00:18:39.036,00:18:39.036,44,,-0.04536959;0.05042195,0.6114957,44,
00:18:39.073,00:18:39.073,44,,-0.04369456;0.04988497,0.6087774,44,
00:18:39.073,00:18:39.073,44,,-0.04212154;0.0494656,0.6070117,44,
00:18:39.114,00:18:39.114,44,,-0.04153392;0.04956067,0.6064022,44,
00:18:39.114,00:18:39.114,44,,-0.04138581;0.04954737,0.6066508,44,
00:18:39.155,00:18:39.155,44,,-0.04171961;0.04947037,0.6077721,44,
00:18:39.155,00:18:39.155,44,,-0.0430626;0.0503177,0.6106902,44,
00:18:39.198,00:18:39.198,44,,-0.04468178;0.05114907,0.6147508,44,
00:18:39.198,00:18:39.198,44,,-0.04593169;0.05151206,0.617493,44,
00:18:39.242,00:18:39.242,44,,-0.04819221;0.05169314,0.6210087,44,
00:18:39.286,00:18:39.286,44,,-0.05033876;0.05068737,0.6230693,44,
00:18:39.286,00:18:39.286,44,,-0.05162538;0.04999888,0.6235244,44,
00:18:39.325,00:18:39.325,44,,-0.05312524;0.04926485,0.6234406,44,
00:18:39.326,00:18:39.326,44,,-0.05380381;0.04809618,0.6228586,44,
00:18:41.798,00:18:41.798,,,,,
00:18:43.331,00:18:43.331,45,,-0.004025139;0.06640184,0.5936486,45,
00:18:43.631,00:18:43.631,45,,-0.003776498;0.06643987,0.5937726,45,
00:18:43.631,00:18:43.631,45,,-0.003479049;0.06653643,0.5939146,45,
00:18:43.631,00:18:43.631,45,,-0.003252469;0.06668639,0.5939733,45,
00:18:43.631,00:18:43.631,45,,-0.002927288;0.06691164,0.5941128,45,
00:18:43.631,00:18:43.631,45,,-0.00273364;0.06690633,0.5937265,45,
00:18:43.631,00:18:43.631,45,,-0.002560876;0.06704986,0.5936456,45,
00:18:43.631,00:18:43.631,45,,-0.002179384;0.06704515,0.5936043,45,
00:18:43.631,00:18:43.631,45,,-0.001868553;0.0671218,0.5936827,45,
00:18:43.631,00:18:43.631,45,,-0.001644023;0.0671106,0.5937806,45,
00:18:43.631,00:18:43.631,45,,-0.001290575;0.06703615,0.5941012,45,
00:18:43.632,00:18:43.632,45,,-0.001256436;0.06714094,0.594705,45,
00:18:43.632,00:18:43.632,45,,-0.001261003;0.06715518,0.5950933,45,
00:18:43.632,00:18:43.632,45,,-0.001278274;0.06740409,0.5957156,45,
00:18:43.643,00:18:43.643,45,,-0.001205221;0.0675416,0.5959799,45,
00:18:43.684,00:18:43.684,45,,-0.001095802;0.06751114,0.5962082,45,
00:18:43.685,00:18:43.685,45,,-0.001033954;0.06748033,0.5964816,45,
00:18:43.731,00:18:43.731,45,,-0.001130477;0.06746924,0.5968334,45,
00:18:43.731,00:18:43.731,45,,-0.001142316;0.06756294,0.5969807,45,
00:18:43.774,00:18:43.774,45,,-0.001144797;0.06747812,0.5970702,45,
00:18:43.774,00:18:43.774,45,,-0.001191549;0.06750488,0.5971036,45,
00:18:43.815,00:18:43.815,45,,-0.001264736;0.06750095,0.597114,45,
00:18:43.858,00:18:43.858,45,,-0.001301907;0.06764364,0.5971124,45,
00:18:43.858,00:18:43.858,45,,-0.001390278;0.06762058,0.5970415,45,
00:18:43.902,00:18:43.902,45,,-0.001604527;0.06758904,0.5969445,45,
00:18:43.902,00:18:43.902,45,,-0.001702197;0.06753653,0.596652,45,
00:18:43.944,00:18:43.944,45,,-0.001782298;0.06757957,0.5965076,45,
00:18:43.944,00:18:43.944,45,,-0.001825213;0.06763321,0.5964478,45,
00:18:43.986,00:18:43.986,45,,-0.001685232;0.06762397,0.5964044,45,
00:18:43.986,00:18:43.986,45,,-0.001468427;0.06763351,0.5963681,45,
00:18:44.028,00:18:44.028,45,,-0.001197577;0.06763649,0.5963674,45,
00:18:44.028,00:18:44.028,45,,-0.001028866;0.06767231,0.5964007,45,
00:18:44.080,00:18:44.080,45,,-0.000973247;0.06755823,0.5964022,45,
00:18:44.080,00:18:44.080,45,,-0.0008603409;0.06750685,0.596398,45,
00:18:44.122,00:18:44.122,45,,-0.0006938949;0.06735259,0.5963144,45,
00:18:44.122,00:18:44.122,45,,-0.0007332489;0.06725353,0.5962143,45,
00:18:44.165,00:18:44.165,45,,-0.0006696731;0.0670976,0.5961635,45,
00:18:44.165,00:18:44.165,45,,-0.0007454976;0.06690598,0.5959984,45,
00:18:44.211,00:18:44.211,45,,-0.0008355752;0.06681556,0.595915,45,
00:18:44.211,00:18:44.211,45,,-0.0007815734;0.06662178,0.5954887,45,
00:18:44.250,00:18:44.250,45,,-0.001168713;0.06660867,0.5951316,45,
00:18:44.250,00:18:44.250,45,,-0.001549304;0.06651872,0.5945338,45,
00:18:44.294,00:18:44.294,45,,-0.002001688;0.06635565,0.59372,45,
00:18:44.294,00:18:44.294,45,,-0.002313919;0.06623971,0.5931782,45,
00:18:46.042,00:18:46.042,46,,-0.04404017;0.05500799,0.6243102,46,
00:18:46.083,00:18:46.083,46,,-0.04407743;0.05497241,0.6242722,46,
00:18:46.383,00:18:46.383,46,,-0.04465326;0.05493206,0.6244583,46,
00:18:46.383,00:18:46.383,46,,-0.04462136;0.05480558,0.6244279,46,
00:18:46.383,00:18:46.383,46,,-0.04463732;0.0548265,0.6246157,46,
00:18:46.383,00:18:46.383,46,,-0.044838;0.05490237,0.624887,46,
00:18:46.383,00:18:46.383,46,,-0.0448473;0.05495501,0.6252109,46,
00:18:46.383,00:18:46.383,46,,-0.04550411;0.05511516,0.6261273,46,
00:18:46.384,00:18:46.384,46,,-0.04607738;0.05521417,0.6272182,46,
00:18:46.384,00:18:46.384,46,,-0.04729124;0.05528647,0.629084,46,
00:18:46.384,00:18:46.384,46,,-0.04782512;0.05563021,0.6301804,46,
00:18:46.384,00:18:46.384,46,,-0.04897787;0.05574685,0.6323571,46,
00:18:46.384,00:18:46.384,46,,-0.05008302;0.05601782,0.6342831,46,
00:18:46.384,00:18:46.384,46,,-0.05090178;0.05610824,0.6356684,46,
00:18:46.384,00:18:46.384,46,,-0.05175766;0.05608124,0.6377226,46,
00:18:46.384,00:18:46.384,46,,-0.05244919;0.05619282,0.6390512,46,
00:18:46.397,00:18:46.397,46,,-0.05362107;0.05638814,0.6410799,46,
00:18:46.437,00:18:46.437,46,,-0.05427849;0.05654192,0.6428577,46,
00:18:46.437,00:18:46.437,46,,-0.0548819;0.05679697,0.6441424,46,
00:18:46.478,00:18:46.478,46,,-0.05580189;0.05671954,0.6460155,46,
00:18:46.521,00:18:46.521,46,,-0.05670711;0.05692995,0.6477998,46,
00:18:46.521,00:18:46.521,46,,-0.05742868;0.05706596,0.6495305,46,
00:18:46.564,00:18:46.564,46,,-0.05801704;0.05719334,0.6505182,46,
00:18:46.564,00:18:46.564,46,,-0.05851447;0.0573982,0.6516391,46,
00:18:46.605,00:18:46.605,46,,-0.05901015;0.05727756,0.6522805,46,
00:18:46.606,00:18:46.606,46,,-0.05968877;0.0574699,0.6533059,46,
00:18:46.659,00:18:46.659,46,,-0.06010459;0.05755037,0.6535892,46,
00:18:46.659,00:18:46.659,46,,-0.06016742;0.05727404,0.6533241,46,
00:18:46.702,00:18:46.702,46,,-0.06040886;0.05694294,0.6528717,46,
00:18:46.702,00:18:46.702,46,,-0.06037952;0.05663115,0.6517978,46,
00:18:46.742,00:18:46.742,46,,-0.060208;0.05627084,0.649985,46,
00:18:46.743,00:18:46.743,46,,-0.06019884;0.05573267,0.6487153,46,
00:18:51.768,00:18:51.768,,,,,
00:30:27.123,00:30:27.123,47,,0.2781681;-0.07908463,0.711615,47,
00:30:27.167,00:30:27.167,47,,0.2782183;-0.07698339,0.7092639,47,
00:30:27.207,00:30:27.207,47,,0.2777789;-0.07694623,0.7089924,47,
00:30:27.207,00:30:27.207,47,,0.277449;-0.07720381,0.7089922,47,
00:30:27.251,00:30:27.251,47,,0.276875;-0.07670185,0.7083453,47,
00:30:27.251,00:30:27.251,47,,0.2764376;-0.07624283,0.7079636,47,
00:30:27.294,00:30:27.294,47,,0.2760708;-0.07582137,0.708167,47,
00:30:27.294,00:30:27.294,47,,0.2758033;-0.07559612,0.7081274,47,
00:30:27.334,00:30:27.334,47,,0.2758715;-0.07529813,0.7077837,47,
00:30:27.335,00:30:27.335,47,,0.2758277;-0.07507545,0.7066898,47,
00:30:27.377,00:30:27.377,47,,0.2753546;-0.07505161,0.7067072,47,
00:30:27.378,00:30:27.378,47,,0.2750278;-0.0750654,0.7061485,47,
00:30:27.422,00:30:27.422,47,,0.2744056;-0.07445428,0.7053171,47,
00:30:27.422,00:30:27.422,47,,0.2741605;-0.07453549,0.7051806,47,
00:30:27.461,00:30:27.461,47,,0.2735286;-0.07472762,0.704918,47,
00:30:27.461,00:30:27.461,47,,0.272671;-0.074552,0.7047526,47,
00:30:27.503,00:30:27.503,47,,0.2725353;-0.07457194,0.7043117,47,
00:30:27.503,00:30:27.503,47,,0.2717577;-0.07472637,0.7043248,47,
00:30:27.549,00:30:27.549,47,,0.2708543;-0.07440412,0.7039708,47,
00:30:27.549,00:30:27.549,47,,0.2698708;-0.07499892,0.7040559,47,
00:30:27.591,00:30:27.591,47,,0.2688343;-0.07573503,0.7042817,47,
00:30:27.642,00:30:27.642,47,,0.2680372;-0.07512265,0.703709,47,
00:30:27.642,00:30:27.642,47,,0.2667775;-0.07571149,0.703958,47,
00:30:27.642,00:30:27.642,47,,0.2657299;-0.07589108,0.7038841,47,
00:30:27.685,00:30:27.685,47,,0.2648953;-0.07682329,0.7040534,47,
00:30:27.685,00:30:27.685,47,,0.2641411;-0.07637075,0.7036964,47,
00:30:27.726,00:30:27.726,47,,0.2632362;-0.07764709,0.7047931,47,
00:30:27.726,00:30:27.726,47,,0.2623505;-0.0771333,0.7042453,47,
00:30:27.769,00:30:27.769,47,,0.2616572;-0.07768247,0.7043002,47,
00:30:27.769,00:30:27.769,47,,0.2612414;-0.07811239,0.704135,47,
00:30:27.811,00:30:27.811,47,,0.2608922;-0.07924199,0.7039533,47,
00:30:27.854,00:30:27.854,47,,0.2601419;-0.08025554,0.7040564,47,
00:30:27.854,00:30:27.854,47,,0.2598683;-0.08088884,0.704258,47,
00:30:27.895,00:30:27.895,47,,0.2595662;-0.08121082,0.7042885,47,
00:30:27.895,00:30:27.895,47,,0.2593858;-0.08179495,0.7043152,47,
00:30:27.936,00:30:27.936,47,,0.2594461;-0.08285734,0.7046262,47,
00:30:27.936,00:30:27.936,47,,0.2594475;-0.08420902,0.7052909,47,
00:30:27.978,00:30:27.978,47,,0.2595932;-0.08478427,0.7055804,47,
00:30:27.978,00:30:27.978,47,,0.2601126;-0.0856252,0.7059692,47,
00:30:28.025,00:30:28.025,47,,0.2603514;-0.08556277,0.7067941,47,
00:30:28.025,00:30:28.025,47,,0.2606921;-0.08616796,0.7071567,47,
00:30:28.067,00:30:28.067,47,,0.2616858;-0.08900812,0.7096924,47,
00:30:28.067,00:30:28.067,47,,0.2625303;-0.08765274,0.7078067,47,
00:30:28.112,00:30:28.112,47,,0.2631887;-0.08809334,0.708374,47,
00:30:28.112,00:30:28.112,47,,0.2641875;-0.08809587,0.7085457,47,
00:30:28.156,00:30:28.156,47,,0.265963;-0.09165215,0.7126204,47,
00:30:28.156,00:30:28.156,47,,0.2664811;-0.08885145,0.7093276,47,
00:30:28.199,00:30:28.199,47,,0.2676966;-0.08916289,0.7095223,47,
00:30:28.199,00:30:28.199,47,,0.2689737;-0.08952731,0.7103431,47,
00:30:28.238,00:30:28.238,47,,0.2698217;-0.0889658,0.7095011,47,
00:30:28.238,00:30:28.238,47,,0.2708546;-0.08827394,0.7093186,47,
00:30:28.282,00:30:28.282,47,,0.2719411;-0.0878402,0.7089757,47,
00:30:28.282,00:30:28.282,47,,0.2725561;-0.087841,0.7090372,47,
00:30:28.323,00:30:28.323,47,,0.2735328;-0.08640498,0.707898,47,
00:30:28.366,00:30:28.366,47,,0.2738716;-0.08552331,0.7075197,47,
00:30:28.366,00:30:28.366,47,,0.2741672;-0.0853678,0.7071688,47,
00:30:28.410,00:30:28.410,47,,0.274269;-0.08443764,0.7068908,47,
00:30:28.410,00:30:28.410,47,,0.2742526;-0.08313623,0.7062485,47,
00:30:28.453,00:30:28.453,47,,0.2742388;-0.08259717,0.7061408,47,
00:30:28.453,00:30:28.453,47,,0.2740008;-0.08141926,0.7057019,47,
00:30:28.495,00:30:28.495,47,,0.2737157;-0.08106354,0.7059773,47,
00:30:28.495,00:30:28.495,47,,0.2734824;-0.08003217,0.7051919,47,
00:30:28.538,00:30:28.538,47,,0.2735025;-0.07924771,0.704613,47,
00:30:28.538,00:30:28.538,47,,0.273556;-0.07902798,0.7049332,47,
00:30:28.581,00:30:28.581,47,,0.2740505;-0.07940274,0.7052985,47,
00:30:28.582,00:30:28.582,47,,0.2739216;-0.07788971,0.7033782,47,
00:30:28.623,00:30:28.623,47,,0.2738254;-0.07693321,0.7020507,47,
00:30:28.623,00:30:28.623,47,,0.2737539;-0.07709914,0.7018891,47,
00:30:28.667,00:30:28.667,47,,0.2736528;-0.07662797,0.7019656,47,
00:30:28.667,00:30:28.667,47,,0.2738482;-0.07749468,0.7020078,47,
00:30:28.967,00:30:28.967,47,,0.2745365;-0.07818565,0.7013655,47,
00:30:28.967,00:30:28.967,47,,0.2758769;-0.0787552,0.7005798,47,
00:30:28.967,00:30:28.967,47,,0.2782177;-0.0808163,0.6985411,47,
00:31:36.380,00:31:36.380,,,,,
00:32:19.648,00:32:19.648,48,,-0.0002251938;0.1633216,0.6503601,48,
00:32:19.691,00:32:19.691,48,,0.001311172;0.1640971,0.6524104,48,
00:32:19.734,00:32:19.734,48,,3.583729E-06;0.1532333,0.6562564,48,
00:32:19.735,00:32:19.735,48,,-0.0002070554;0.1525381,0.6569707,48,
00:32:19.776,00:32:19.776,48,,0.001327947;0.1635599,0.6525153,48,
00:32:19.776,00:32:19.776,48,,0.001622349;0.1616191,0.6545455,48,
00:32:19.817,00:32:19.817,48,,0.0009668581;0.1637877,0.6529842,48,
00:32:19.818,00:32:19.818,48,,0.0009870939;0.1641612,0.6527524,48,
00:32:19.864,00:32:19.864,48,,0.001051132;0.164304,0.6527023,48,
00:32:19.865,00:32:19.865,48,,0.0007885583;0.1643995,0.6529681,48,
00:32:19.906,00:32:19.906,48,,0.0008636154;0.1648865,0.6520022,48,
00:32:19.907,00:32:19.907,48,,0.000314936;0.1648301,0.6518864,48,
00:32:19.948,00:32:19.948,48,,8.46833E-05;0.1658123,0.6510682,48,
00:32:19.949,00:32:19.949,48,,-0.0004318543;0.1581125,0.654556,48,
00:32:19.992,00:32:19.992,48,,0.001504481;0.1668917,0.6512448,48,
00:32:19.992,00:32:19.992,48,,-0.000324212;0.1619285,0.6529294,48,
00:32:20.033,00:32:20.033,48,,-0.001147136;0.1648363,0.6511343,48,
00:32:20.033,00:32:20.033,48,,-0.001128871;0.1631783,0.6513563,48,
00:32:20.075,00:32:20.075,48,,-0.0008013025;0.1644292,0.650331,48,
00:32:20.075,00:32:20.075,48,,-0.002793342;0.1681064,0.6467681,48,
00:32:20.118,00:32:20.118,48,,-0.003596947;0.1675291,0.6471371,48,
00:32:20.119,00:32:20.119,48,,-0.002796765;0.1685854,0.6471549,48,
00:32:20.160,00:32:20.160,48,,-0.004249927;0.1691309,0.646102,48,
00:32:20.202,00:32:20.202,48,,-0.005571295;0.1686592,0.6458341,48,
00:32:20.203,00:32:20.203,48,,-0.006423067;0.1686672,0.6459231,48,
00:32:20.246,00:32:20.246,48,,-0.007551156;0.168448,0.6454226,48,
00:32:20.246,00:32:20.246,48,,-0.008519892;0.1697372,0.6447257,48,
00:32:20.289,00:32:20.289,48,,-0.009788021;0.1681998,0.6453974,48,
00:32:20.289,00:32:20.289,48,,-0.01086254;0.1682112,0.6454565,48,
00:32:20.332,00:32:20.332,48,,-0.0105439;0.1683656,0.645828,48,
00:32:20.332,00:32:20.332,48,,-0.01078884;0.1682498,0.6463056,48,
00:32:20.373,00:32:20.373,48,,-0.01337057;0.1672594,0.6457735,48,
00:32:20.373,00:32:20.373,48,,-0.01156727;0.166076,0.647456,48,
00:32:20.416,00:32:20.416,48,,-0.01452334;0.1667949,0.645589,48,
00:32:20.416,00:32:20.416,48,,-0.01510311;0.1658555,0.6477213,48,
00:32:20.459,00:32:20.459,48,,-0.01656174;0.1648079,0.6468421,48,
00:32:20.460,00:32:20.460,48,,-0.01671342;0.1640605,0.646674,48,
00:32:20.501,00:32:20.501,48,,-0.01740558;0.163634,0.6468859,48,
00:32:20.501,00:32:20.501,48,,-0.0175821;0.162509,0.6468193,48,
00:32:20.543,00:32:20.543,48,,-0.01805615;0.1611918,0.6477281,48,
00:32:20.543,00:32:20.543,48,,-0.01786313;0.1608062,0.6479376,48,
00:32:20.586,00:32:20.586,48,,-0.01789682;0.1595302,0.6488408,48,
00:32:20.586,00:32:20.586,48,,-0.01778125;0.1589765,0.649014,48,
00:32:20.629,00:32:20.629,48,,-0.01705272;0.1575194,0.6496807,48,
00:32:20.629,00:32:20.629,48,,-0.01668461;0.1570191,0.649837,48,
00:32:20.671,00:32:20.671,48,,-0.01554999;0.1559545,0.6498047,48,
00:32:20.672,00:32:20.672,48,,-0.01538784;0.1548866,0.6512246,48,
00:32:20.714,00:32:20.714,48,,-0.01433599;0.1545085,0.6515533,48,
00:32:20.756,00:32:20.756,48,,-0.01313422;0.1538315,0.6516743,48,
00:32:20.756,00:32:20.756,48,,-0.01270107;0.1533051,0.6520885,48,
00:32:20.800,00:32:20.800,48,,-0.01162812;0.1526144,0.6526146,48,
00:32:20.800,00:32:20.800,48,,-0.01031226;0.1522809,0.6530391,48,
00:32:20.842,00:32:20.842,48,,-0.00958354;0.1525851,0.6529354,48,
00:32:20.842,00:32:20.842,48,,-0.00783344;0.1527033,0.6523552,48,
00:32:20.885,00:32:20.885,48,,-0.006725732;0.1527858,0.652258,48,
00:32:20.886,00:32:20.886,48,,-0.006004669;0.1531146,0.6517715,48,
00:32:20.926,00:32:20.926,48,,-0.004967224;0.1535659,0.6513743,48,
00:32:20.927,00:32:20.927,48,,-0.00414985;0.154119,0.6514171,48,
00:32:20.969,00:32:20.969,48,,-0.003304813;0.1545562,0.6504009,48,
00:32:20.970,00:32:20.970,48,,-0.002895974;0.1551396,0.6502691,48,
00:32:21.011,00:32:21.011,48,,-0.00180335;0.156248,0.6499274,48,
00:32:21.012,00:32:21.012,48,,-0.001245901;0.1567867,0.6495064,48,
00:32:21.053,00:32:21.053,48,,-0.0005812608;0.1574808,0.6494224,48,
00:32:21.053,00:32:21.053,48,,-0.0003152117;0.1586651,0.6489528,48,
00:32:21.094,00:32:21.094,48,,-0.0007241964;0.15876,0.6497612,48,
00:32:21.094,00:32:21.094,48,,-0.0004894175;0.1598147,0.6492794,48,
00:32:21.137,00:32:21.137,48,,-0.0001343116;0.1610526,0.6481181,48,
00:32:21.179,00:32:21.179,48,,-8.159503E-05;0.1634625,0.645213,48,
00:32:21.180,00:32:21.180,48,,-0.0003682934;0.1640691,0.6449096,48,
00:32:21.224,00:32:21.224,48,,-0.001459409;0.1633605,0.6475132,48,
00:32:21.225,00:32:21.225,48,,-0.00163288;0.1652461,0.6446829,48,
00:32:21.266,00:32:21.266,48,,-0.002379242;0.1648483,0.6463603,48,
00:32:21.266,00:32:21.266,48,,-0.003365852;0.1655673,0.645794,48,
00:32:21.308,00:32:21.308,48,,-0.004313022;0.165196,0.6467697,48,
00:32:21.308,00:32:21.308,48,,-0.005750336;0.1654687,0.646709,48,
00:32:21.351,00:32:21.351,48,,-0.006058998;0.1655288,0.6463251,48,
00:32:21.352,00:32:21.352,48,,-0.006942213;0.1653138,0.6459993,48,
00:32:21.393,00:32:21.393,48,,-0.008070078;0.1645473,0.6468414,48,
00:32:21.394,00:32:21.394,48,,-0.007807225;0.1643376,0.6452814,48,
00:32:21.434,00:32:21.434,48,,-0.007159572;0.1638321,0.6440508,48,
00:32:21.434,00:32:21.434,48,,-0.005878534;0.1626992,0.6418692,48,
00:32:42.562,00:32:42.562,49,,0.005944483;0.1777356,0.6431968,49,
00:32:42.604,00:32:42.604,49,,0.005368982;0.1778793,0.6435722,49,
00:32:42.647,00:32:42.647,49,,0.005112216;0.1779576,0.6432443,49,
00:32:42.647,00:32:42.647,49,,0.004814688;0.1779838,0.6430466,49,
00:32:42.691,00:32:42.691,49,,0.004639622;0.1787152,0.6428131,49,
00:32:42.692,00:32:42.692,49,,0.004035547;0.178938,0.6421437,49,
00:32:42.731,00:32:42.731,49,,0.003471643;0.1793082,0.6415985,49,
00:32:42.732,00:32:42.732,49,,0.003059402;0.1793527,0.6413109,49,
00:32:42.774,00:32:42.774,49,,0.001809448;0.1798264,0.6407176,49,
00:32:42.774,00:32:42.774,49,,0.0008468516;0.1800779,0.6406409,49,
00:32:42.817,00:32:42.817,49,,-2.808869E-06;0.1802393,0.640402,49,
00:32:42.817,00:32:42.817,49,,-0.001258481;0.1801453,0.6401203,49,
00:32:42.860,00:32:42.860,49,,-0.002331216;0.1802163,0.6398134,49,
00:32:42.860,00:32:42.860,49,,-0.002248432;0.1768388,0.6418602,49,
00:32:42.903,00:32:42.903,49,,-0.004133727;0.1797252,0.6394559,49,
00:32:42.903,00:32:42.903,49,,-0.003118124;0.1782258,0.6405102,49,
00:32:42.945,00:32:42.945,49,,-0.004534125;0.176357,0.6410319,49,
00:32:42.945,00:32:42.945,49,,-0.006545659;0.1778969,0.6396699,49,
00:32:42.986,00:32:42.986,49,,-0.007623799;0.1768593,0.6401944,49,
00:32:42.986,00:32:42.986,49,,-0.008110929;0.1761074,0.6406102,49,
00:32:43.028,00:32:43.028,49,,-0.006819822;0.1739151,0.6425321,49,
00:32:43.028,00:32:43.028,49,,-0.009212151;0.1732361,0.6419788,49,
00:32:43.071,00:32:43.071,49,,-0.008679345;0.1726584,0.6425322,49,
00:32:43.113,00:32:43.113,49,,-0.00886105;0.1713961,0.6429248,49,
00:32:43.113,00:32:43.113,49,,-0.008342862;0.1694334,0.6437855,49,
00:32:43.155,00:32:43.155,49,,-0.0076891;0.16928,0.6439419,49,
00:32:43.155,00:32:43.155,49,,-0.00624701;0.1684148,0.6445101,49,
00:32:43.199,00:32:43.199,49,,-0.00424128;0.1678851,0.6451279,49,
