Title,Description,Start(HMS),Start(sec),End(HMS),End(sec),Duration(sec),PrimaryTag,Tags
29,-0.04887405;-0.2036733,0.6816889,00:05:34.304,334.304,00:05:34.304,334.304,0,,
29,-0.04920257;-0.2037575,0.6810922,00:05:34.304,334.304,00:05:34.304,334.304,0,,
29,-0.04555283;-0.1979088,0.6780196,00:05:34.374,334.374,00:05:34.374,334.374,0,,
29,-0.05031953;-0.205287,0.6799839,00:05:34.374,334.374,00:05:34.374,334.374,0,,
29,-0.04630803;-0.1990719,0.6784912,00:05:34.386,334.386,00:05:34.386,334.386,0,,
29,-0.04810156;-0.1994005,0.6770146,00:05:34.386,334.386,00:05:34.386,334.386,0,,
29,-0.05291527;-0.2068031,0.6792211,00:05:34.430,334.43,00:05:34.430,334.43,0,,
29,-0.05122178;-0.2039127,0.6790111,00:05:34.430,334.43,00:05:34.430,334.43,0,,
29,-0.05083057;-0.2012062,0.6767091,00:05:34.473,334.473,00:05:34.473,334.473,0,,
29,-0.05079802;-0.2014446,0.6775472,00:05:34.473,334.473,00:05:34.473,334.473,0,,
29,-0.05254059;-0.201106,0.6764777,00:05:34.514,334.514,00:05:34.514,334.514,0,,
29,-0.05752435;-0.2080924,0.6787075,00:05:34.514,334.514,00:05:34.514,334.514,0,,
29,-0.0570058;-0.2055541,0.6784934,00:05:34.557,334.557,00:05:34.557,334.557,0,,
29,-0.05806021;-0.2052634,0.6786234,00:05:34.557,334.557,00:05:34.557,334.557,0,,
29,-0.0559869;-0.2013772,0.6771893,00:05:34.603,334.603,00:05:34.603,334.603,0,,
29,-0.05998546;-0.206392,0.6788005,00:05:34.603,334.603,00:05:34.603,334.603,0,,
29,-0.05730192;-0.2007291,0.6770119,00:05:34.643,334.643,00:05:34.643,334.643,0,,
29,-0.06150622;-0.2062923,0.6795313,00:05:34.643,334.643,00:05:34.643,334.643,0,,
29,-0.06215083;-0.2056484,0.6799336,00:05:34.693,334.693,00:05:34.693,334.693,0,,
29,-0.05917954;-0.2000097,0.6782022,00:05:34.694,334.694,00:05:34.694,334.694,0,,
29,-0.0637355;-0.205944,0.6805177,00:05:34.730,334.73,00:05:34.730,334.73,0,,
29,-0.06432675;-0.2055838,0.6810881,00:05:34.731,334.731,00:05:34.731,334.731,0,,
29,-0.06521808;-0.204982,0.6816854,00:05:34.776,334.776,00:05:34.776,334.776,0,,
29,-0.06633425;-0.2043932,0.6822304,00:05:34.776,334.776,00:05:34.776,334.776,0,,
29,-0.06748591;-0.2039307,0.6828569,00:05:34.818,334.818,00:05:34.818,334.818,0,,
29,-0.06807178;-0.2037369,0.6832348,00:05:34.861,334.861,00:05:34.861,334.861,0,,
29,-0.06913256;-0.2031565,0.6836534,00:05:34.861,334.861,00:05:34.861,334.861,0,,
29,-0.06967835;-0.2023045,0.6839031,00:05:34.907,334.907,00:05:34.907,334.907,0,,
29,-0.07011823;-0.2023601,0.6838375,00:05:34.907,334.907,00:05:34.907,334.907,0,,
29,-0.07044906;-0.2015949,0.6842015,00:05:34.950,334.95,00:05:34.950,334.95,0,,
29,-0.06756955;-0.1941429,0.6820571,00:05:34.950,334.95,00:05:34.950,334.95,0,,
29,-0.07173748;-0.2003841,0.6842448,00:05:35.002,335.002,00:05:35.002,335.002,0,,
29,-0.0718772;-0.1998253,0.684289,00:05:35.002,335.002,00:05:35.002,335.002,0,,
29,-0.07248637;-0.199442,0.6842578,00:05:35.036,335.036,00:05:35.036,335.036,0,,
29,-0.07337573;-0.1989213,0.6842157,00:05:35.036,335.036,00:05:35.036,335.036,0,,
29,-0.07363704;-0.1989719,0.6840687,00:05:35.086,335.086,00:05:35.086,335.086,0,,
29,-0.07395418;-0.1977578,0.6840825,00:05:35.086,335.086,00:05:35.086,335.086,0,,
29,-0.07414917;-0.1971931,0.6841424,00:05:35.129,335.129,00:05:35.129,335.129,0,,
29,-0.07476091;-0.1972334,0.6837022,00:05:35.129,335.129,00:05:35.129,335.129,0,,
29,-0.07450684;-0.1972935,0.6836092,00:05:35.198,335.198,00:05:35.198,335.198,0,,
29,-0.07085559;-0.1910852,0.6814747,00:05:35.198,335.198,00:05:35.198,335.198,0,,
29,-0.07420732;-0.1979379,0.6831565,00:05:35.225,335.225,00:05:35.225,335.225,0,,
29,-0.07342844;-0.1980081,0.6826258,00:05:35.225,335.225,00:05:35.225,335.225,0,,
29,-0.073083;-0.198391,0.6821655,00:05:35.225,335.225,00:05:35.225,335.225,0,,
29,-0.06878623;-0.1927603,0.6791586,00:05:35.274,335.274,00:05:35.274,335.274,0,,
29,-0.07152166;-0.2003348,0.680156,00:05:35.274,335.274,00:05:35.274,335.274,0,,
29,-0.0707489;-0.2010537,0.6789713,00:05:35.316,335.316,00:05:35.316,335.316,0,,
29,-0.06977042;-0.2019169,0.676838,00:05:35.316,335.316,00:05:35.316,335.316,0,,
30,-0.05406724;-0.2150278,0.6852107,00:05:38.088,338.088,00:05:38.088,338.088,0,,
30,-0.05376576;-0.2150872,0.6852886,00:05:38.127,338.127,00:05:38.127,338.127,0,,
30,-0.05384836;-0.2148713,0.6854818,00:05:38.168,338.168,00:05:38.168,338.168,0,,
30,-0.05402347;-0.2149916,0.685612,00:05:38.168,338.168,00:05:38.168,338.168,0,,
30,-0.05392757;-0.2151569,0.6858255,00:05:38.211,338.211,00:05:38.211,338.211,0,,
30,-0.05455224;-0.2153364,0.6865834,00:05:38.211,338.211,00:05:38.211,338.211,0,,
30,-0.05498435;-0.2155042,0.6866974,00:05:38.251,338.251,00:05:38.251,338.251,0,,
30,-0.0550531;-0.2156268,0.6870962,00:05:38.252,338.252,00:05:38.252,338.252,0,,
30,-0.05524057;-0.2156646,0.6875663,00:05:38.297,338.297,00:05:38.297,338.297,0,,
30,-0.05475802;-0.2156637,0.6870703,00:05:38.297,338.297,00:05:38.297,338.297,0,,
30,-0.05468886;-0.2159544,0.6869411,00:05:38.337,338.337,00:05:38.337,338.337,0,,
30,-0.05453369;-0.2164013,0.6869048,00:05:38.337,338.337,00:05:38.337,338.337,0,,
30,-0.05504549;-0.2165516,0.6874079,00:05:38.410,338.41,00:05:38.410,338.41,0,,
30,-0.05563316;-0.2175784,0.6877823,00:05:38.410,338.41,00:05:38.410,338.41,0,,
30,-0.05600217;-0.2174432,0.6880084,00:05:38.425,338.425,00:05:38.425,338.425,0,,
30,-0.05552731;-0.2174166,0.6876473,00:05:38.425,338.425,00:05:38.425,338.425,0,,
30,-0.05577504;-0.2177987,0.688047,00:05:38.465,338.465,00:05:38.465,338.465,0,,
30,-0.05542179;-0.2178528,0.6880951,00:05:38.466,338.466,00:05:38.466,338.466,0,,
30,-0.0555574;-0.2187049,0.6886322,00:05:38.509,338.509,00:05:38.509,338.509,0,,
30,-0.05553838;-0.219586,0.6887866,00:05:38.509,338.509,00:05:38.509,338.509,0,,
30,-0.05585177;-0.2203003,0.6890126,00:05:38.552,338.552,00:05:38.552,338.552,0,,
30,-0.05549658;-0.2206868,0.6887228,00:05:38.597,338.597,00:05:38.597,338.597,0,,
30,-0.05572866;-0.2213874,0.6889859,00:05:38.597,338.597,00:05:38.597,338.597,0,,
30,-0.05533485;-0.2214818,0.6887039,00:05:38.597,338.597,00:05:38.597,338.597,0,,
30,-0.05500656;-0.2214082,0.6883902,00:05:38.639,338.639,00:05:38.639,338.639,0,,
30,-0.05527104;-0.2223366,0.6889138,00:05:38.679,338.679,00:05:38.679,338.679,0,,
30,-0.05516617;-0.2225216,0.688958,00:05:38.679,338.679,00:05:38.679,338.679,0,,
30,-0.0548882;-0.222883,0.6887575,00:05:38.780,338.78,00:05:38.780,338.78,0,,
30,-0.05513107;-0.2236651,0.689266,00:05:38.780,338.78,00:05:38.780,338.78,0,,
30,-0.05474803;-0.2240645,0.6892089,00:05:38.780,338.78,00:05:38.780,338.78,0,,
30,-0.05548805;-0.2249663,0.6901498,00:05:38.780,338.78,00:05:38.780,338.78,0,,
30,-0.05540905;-0.2252935,0.6903412,00:05:38.813,338.813,00:05:38.813,338.813,0,,
30,-0.05625736;-0.2263894,0.6914524,00:05:38.813,338.813,00:05:38.813,338.813,0,,
30,-0.05606933;-0.2265121,0.6912588,00:05:38.860,338.86,00:05:38.860,338.86,0,,
30,-0.05643131;-0.2268929,0.6917408,00:05:38.860,338.86,00:05:38.860,338.86,0,,
30,-0.05670034;-0.2264051,0.6915716,00:05:38.902,338.902,00:05:38.902,338.902,0,,
30,-0.05692299;-0.2263255,0.691834,00:05:38.902,338.902,00:05:38.902,338.902,0,,
30,-0.05678597;-0.2256465,0.6914322,00:05:38.943,338.943,00:05:38.943,338.943,0,,
30,-0.05635621;-0.2254718,0.6907926,00:05:38.943,338.943,00:05:38.943,338.943,0,,
30,-0.05671737;-0.2251829,0.6909012,00:05:38.989,338.989,00:05:38.989,338.989,0,,
30,-0.05693144;-0.2241434,0.6906379,00:05:38.989,338.989,00:05:38.989,338.989,0,,
30,-0.05679477;-0.2228686,0.6899326,00:05:39.032,339.032,00:05:39.032,339.032,0,,
30,-0.05725577;-0.2221733,0.6899162,00:05:39.032,339.032,00:05:39.032,339.032,0,,
30,-0.0569104;-0.2208623,0.6892439,00:05:39.075,339.075,00:05:39.075,339.075,0,,
30,-0.05719787;-0.2204531,0.6893698,00:05:39.075,339.075,00:05:39.075,339.075,0,,
30,-0.05708356;-0.219199,0.6889516,00:05:39.117,339.117,00:05:39.117,339.117,0,,
30,-0.05708112;-0.2180194,0.6888107,00:05:39.117,339.117,00:05:39.117,339.117,0,,
30,-0.0569278;-0.2165058,0.6882359,00:05:39.156,339.156,00:05:39.156,339.156,0,,
30,-0.05666693;-0.2161758,0.6880478,00:05:39.156,339.156,00:05:39.156,339.156,0,,
30,-0.05626804;-0.2158591,0.6878818,00:05:39.200,339.2,00:05:39.200,339.2,0,,
30,-0.05579901;-0.2158313,0.6877259,00:05:39.200,339.2,00:05:39.200,339.2,0,,
30,-0.05605473;-0.2156326,0.687767,00:05:39.243,339.243,00:05:39.243,339.243,0,,
30,-0.05595431;-0.2159845,0.6876562,00:05:39.243,339.243,00:05:39.243,339.243,0,,
30,-0.05599216;-0.2162582,0.6877421,00:05:39.286,339.286,00:05:39.286,339.286,0,,
30,-0.05614943;-0.2179034,0.6881903,00:05:39.286,339.286,00:05:39.286,339.286,0,,
30,-0.05571271;-0.2187986,0.6881536,00:05:39.329,339.329,00:05:39.329,339.329,0,,
30,-0.05610959;-0.2197378,0.6886038,00:05:39.374,339.374,00:05:39.374,339.374,0,,
30,-0.05648067;-0.2210532,0.6892065,00:05:39.374,339.374,00:05:39.374,339.374,0,,
30,-0.0553888;-0.2221885,0.6882057,00:05:39.374,339.374,00:05:39.374,339.374,0,,
30,-0.05587959;-0.2226382,0.6890223,00:05:39.415,339.415,00:05:39.415,339.415,0,,
30,-0.05642066;-0.2243538,0.6898996,00:05:39.459,339.459,00:05:39.459,339.459,0,,
30,-0.05658346;-0.2243693,0.6899409,00:05:39.459,339.459,00:05:39.459,339.459,0,,
30,-0.05626748;-0.2237059,0.6890411,00:05:39.524,339.524,00:05:39.524,339.524,0,,
30,-0.05608173;-0.2239242,0.6888182,00:05:39.524,339.524,00:05:39.524,339.524,0,,
30,-0.05613832;-0.2236458,0.6886383,00:05:39.551,339.551,00:05:39.551,339.551,0,,
30,-0.05631761;-0.2230746,0.6882701,00:05:39.552,339.552,00:05:39.552,339.552,0,,
30,-0.05691413;-0.2227492,0.6886423,00:05:39.609,339.609,00:05:39.609,339.609,0,,
30,-0.05663511;-0.220915,0.6878053,00:05:39.609,339.609,00:05:39.609,339.609,0,,
30,-0.0563084;-0.2191824,0.6872078,00:05:39.639,339.639,00:05:39.639,339.639,0,,
30,-0.05642561;-0.218423,0.6869966,00:05:39.639,339.639,00:05:39.639,339.639,0,,
30,-0.05656892;-0.2177343,0.6869088,00:05:39.679,339.679,00:05:39.679,339.679,0,,
30,-0.05674656;-0.2169212,0.6870528,00:05:39.679,339.679,00:05:39.679,339.679,0,,
30,-0.0565444;-0.2159811,0.6864898,00:05:39.719,339.719,00:05:39.719,339.719,0,,
30,-0.05650587;-0.215905,0.686721,00:05:39.719,339.719,00:05:39.719,339.719,0,,
30,-0.05637806;-0.2166058,0.6873345,00:05:39.762,339.762,00:05:39.762,339.762,0,,
30,-0.05604769;-0.2171018,0.6876442,00:05:39.763,339.763,00:05:39.763,339.763,0,,
30,-0.05602181;-0.219138,0.6888015,00:05:39.805,339.805,00:05:39.805,339.805,0,,
30,-0.05609178;-0.2213845,0.6896212,00:05:39.805,339.805,00:05:39.805,339.805,0,,
30,-0.05528187;-0.2228214,0.6894304,00:05:39.847,339.847,00:05:39.847,339.847,0,,
30,-0.0555758;-0.2252444,0.6900264,00:05:39.847,339.847,00:05:39.847,339.847,0,,
30,-0.05491129;-0.2255063,0.6881618,00:05:39.901,339.901,00:05:39.901,339.901,0,,
30,-0.05592291;-0.2263582,0.6873481,00:05:39.902,339.902,00:05:39.902,339.902,0,,
30,-0.05610584;-0.2267286,0.6846478,00:05:39.933,339.933,00:05:39.933,339.933,0,,
30,-0.05689801;-0.2262984,0.681355,00:05:39.933,339.933,00:05:39.933,339.933,0,,
,,00:05:47.656,347.656,00:05:47.656,347.656,0,,
31,0.04969344;0.2744517,0.576912,00:13:16.782,796.782,00:13:16.782,796.782,0,,
31,0.04984464;0.2745792,0.5770022,00:13:16.822,796.822,00:13:16.822,796.822,0,,
31,0.04975213;0.2746735,0.5769678,00:13:16.863,796.863,00:13:16.863,796.863,0,,
31,0.04976691;0.2746641,0.5769392,00:13:16.863,796.863,00:13:16.863,796.863,0,,
31,0.04977557;0.2744612,0.5769483,00:13:16.903,796.903,00:13:16.903,796.903,0,,
31,0.04995105;0.2743047,0.5770639,00:13:16.903,796.903,00:13:16.903,796.903,0,,
31,0.05030301;0.2804358,0.5742984,00:13:16.943,796.943,00:13:16.943,796.943,0,,
31,0.05010851;0.2802844,0.574353,00:13:16.944,796.944,00:13:16.944,796.944,0,,
31,0.04983482;0.2796788,0.5748786,00:13:16.985,796.985,00:13:16.985,796.985,0,,
31,0.04970574;0.2794513,0.5749713,00:13:16.985,796.985,00:13:16.985,796.985,0,,
31,0.0495795;0.2727351,0.577955,00:13:17.026,797.026,00:13:17.026,797.026,0,,
31,0.04938054;0.2720956,0.5782802,00:13:17.026,797.026,00:13:17.026,797.026,0,,
31,0.04913406;0.2720359,0.5781909,00:13:17.068,797.068,00:13:17.068,797.068,0,,
31,0.04873282;0.2714054,0.5783348,00:13:17.109,797.109,00:13:17.109,797.109,0,,
31,0.04827708;0.2703827,0.578473,00:13:17.109,797.109,00:13:17.109,797.109,0,,
31,0.04801518;0.2703016,0.5783461,00:13:17.151,797.151,00:13:17.151,797.151,0,,
31,0.0477156;0.2698684,0.57831,00:13:17.152,797.152,00:13:17.152,797.152,0,,
31,0.04729781;0.2687725,0.578642,00:13:17.192,797.192,00:13:17.192,797.192,0,,
31,0.04692648;0.2679451,0.5788146,00:13:17.192,797.192,00:13:17.192,797.192,0,,
31,0.04599164;0.2667224,0.5792105,00:13:17.232,797.232,00:13:17.232,797.232,0,,
31,0.0459064;0.2667278,0.5792654,00:13:17.232,797.232,00:13:17.232,797.232,0,,
31,0.04523467;0.2656798,0.5794434,00:13:17.271,797.271,00:13:17.271,797.271,0,,
31,0.04501937;0.2651111,0.5793249,00:13:17.271,797.271,00:13:17.271,797.271,0,,
31,0.04421979;0.2637963,0.579285,00:13:17.314,797.314,00:13:17.314,797.314,0,,
31,0.04374056;0.2629721,0.5791379,00:13:17.354,797.354,00:13:17.354,797.354,0,,
31,0.04296625;0.2615472,0.5790534,00:13:17.354,797.354,00:13:17.354,797.354,0,,
31,0.04244743;0.2614261,0.5783027,00:13:17.394,797.394,00:13:17.394,797.394,0,,
31,0.04190702;0.2605254,0.5781105,00:13:17.394,797.394,00:13:17.394,797.394,0,,
31,0.04104304;0.2598462,0.5775893,00:13:17.435,797.435,00:13:17.435,797.435,0,,
31,0.04063462;0.2595079,0.5772611,00:13:17.435,797.435,00:13:17.435,797.435,0,,
31,0.04026852;0.2594043,0.576939,00:13:17.476,797.476,00:13:17.476,797.476,0,,
31,0.03986281;0.25883,0.5762625,00:13:17.476,797.476,00:13:17.476,797.476,0,,
31,0.03958037;0.2585699,0.5758011,00:13:17.516,797.516,00:13:17.516,797.516,0,,
31,0.03948426;0.2580068,0.5756881,00:13:17.557,797.557,00:13:17.557,797.557,0,,
31,0.03954627;0.2580699,0.5754889,00:13:17.557,797.557,00:13:17.557,797.557,0,,
31,0.03943302;0.2582211,0.5753793,00:13:17.598,797.598,00:13:17.598,797.598,0,,
31,0.03962769;0.2647101,0.5724061,00:13:17.598,797.598,00:13:17.598,797.598,0,,
31,0.03912392;0.2643141,0.5728292,00:13:17.639,797.639,00:13:17.639,797.639,0,,
31,0.03868489;0.2647547,0.5724872,00:13:17.639,797.639,00:13:17.639,797.639,0,,
31,0.03818473;0.2642254,0.5729753,00:13:17.680,797.68,00:13:17.680,797.68,0,,
31,0.03756034;0.2649577,0.5724888,00:13:17.680,797.68,00:13:17.680,797.68,0,,
31,0.03653316;0.2648035,0.572788,00:13:17.721,797.721,00:13:17.721,797.721,0,,
31,0.03593826;0.2640432,0.573506,00:13:17.721,797.721,00:13:17.721,797.721,0,,
31,0.0351861;0.2649518,0.5730183,00:13:17.764,797.764,00:13:17.764,797.764,0,,
31,0.03399208;0.2595509,0.5753845,00:13:17.764,797.764,00:13:17.764,797.764,0,,
31,0.03327294;0.259815,0.5754563,00:13:17.805,797.805,00:13:17.805,797.805,0,,
31,0.03191967;0.2598575,0.5753738,00:13:17.805,797.805,00:13:17.805,797.805,0,,
31,0.03059971;0.2600309,0.5753614,00:13:17.845,797.845,00:13:17.845,797.845,0,,
31,0.02959798;0.2602593,0.5751517,00:13:17.886,797.886,00:13:17.886,797.886,0,,
31,0.02832845;0.2600896,0.5754026,00:13:17.886,797.886,00:13:17.886,797.886,0,,
31,0.02739042;0.2609339,0.5750327,00:13:17.926,797.926,00:13:17.926,797.926,0,,
31,0.02625641;0.2606186,0.5751436,00:13:17.926,797.926,00:13:17.926,797.926,0,,
31,0.02528949;0.2608347,0.5750703,00:13:17.966,797.966,00:13:17.966,797.966,0,,
31,0.02347443;0.2661164,0.5724669,00:13:17.966,797.966,00:13:17.966,797.966,0,,
31,0.02302228;0.2661114,0.5725031,00:13:18.007,798.007,00:13:18.007,798.007,0,,
31,0.02185427;0.2657371,0.5724751,00:13:18.007,798.007,00:13:18.007,798.007,0,,
31,0.0213536;0.2658479,0.5721054,00:13:18.064,798.064,00:13:18.064,798.064,0,,
31,0.02095459;0.2657116,0.5720075,00:13:18.064,798.064,00:13:18.064,798.064,0,,
31,0.02015381;0.2651963,0.5718751,00:13:18.104,798.104,00:13:18.104,798.104,0,,
31,0.01961771;0.2649978,0.5716389,00:13:18.104,798.104,00:13:18.104,798.104,0,,
31,0.01939277;0.2649598,0.5716358,00:13:18.146,798.146,00:13:18.146,798.146,0,,
31,0.01907992;0.2647713,0.5715412,00:13:18.146,798.146,00:13:18.146,798.146,0,,
31,0.0189047;0.2644022,0.5715048,00:13:18.191,798.191,00:13:18.191,798.191,0,,
31,0.01897642;0.2643766,0.5715874,00:13:18.191,798.191,00:13:18.191,798.191,0,,
31,0.01924829;0.2640949,0.5717871,00:13:18.232,798.232,00:13:18.232,798.232,0,,
31,0.01967755;0.2638166,0.5721489,00:13:18.232,798.232,00:13:18.232,798.232,0,,
31,0.0205617;0.2636615,0.5725669,00:13:18.273,798.273,00:13:18.273,798.273,0,,
31,0.02158204;0.2634217,0.5729376,00:13:18.273,798.273,00:13:18.273,798.273,0,,
31,0.02298383;0.2632468,0.5733264,00:13:18.314,798.314,00:13:18.314,798.314,0,,
31,0.02416873;0.2633257,0.5735826,00:13:18.355,798.355,00:13:18.355,798.355,0,,
31,0.02597174;0.2631778,0.5738927,00:13:18.355,798.355,00:13:18.355,798.355,0,,
31,0.02797011;0.2571848,0.5770321,00:13:18.396,798.396,00:13:18.396,798.396,0,,
31,0.0298866;0.2569609,0.5772183,00:13:18.397,798.397,00:13:18.397,798.397,0,,
31,0.03160818;0.2564223,0.5776038,00:13:18.437,798.437,00:13:18.437,798.437,0,,
31,0.03321858;0.256165,0.5778731,00:13:18.438,798.438,00:13:18.438,798.438,0,,
31,0.03449029;0.2563127,0.5780061,00:13:18.477,798.477,00:13:18.477,798.477,0,,
31,0.03622477;0.2562372,0.5782963,00:13:18.477,798.477,00:13:18.477,798.477,0,,
31,0.03786396;0.2562876,0.5784759,00:13:18.520,798.52,00:13:18.520,798.52,0,,
31,0.03885287;0.2565613,0.5784649,00:13:18.520,798.52,00:13:18.520,798.52,0,,
31,0.04000635;0.2565983,0.5784914,00:13:18.560,798.56,00:13:18.560,798.56,0,,
31,0.04148508;0.257223,0.5784168,00:13:18.560,798.56,00:13:18.560,798.56,0,,
31,0.04205391;0.2574361,0.5783154,00:13:18.600,798.6,00:13:18.600,798.6,0,,
31,0.04309361;0.258285,0.5778999,00:13:18.644,798.644,00:13:18.644,798.644,0,,
31,0.04360022;0.2586609,0.5778202,00:13:18.644,798.644,00:13:18.644,798.644,0,,
31,0.04423136;0.2599704,0.5772285,00:13:18.684,798.684,00:13:18.684,798.684,0,,
31,0.04458091;0.2665621,0.5744483,00:13:18.685,798.685,00:13:18.685,798.685,0,,
31,0.04500778;0.2684892,0.5731772,00:13:18.725,798.725,00:13:18.725,798.725,0,,
31,0.04502435;0.269172,0.5728407,00:13:18.725,798.725,00:13:18.725,798.725,0,,
31,0.0451622;0.2693901,0.5729696,00:13:18.767,798.767,00:13:18.767,798.767,0,,
31,0.04545625;0.2713756,0.5717868,00:13:18.767,798.767,00:13:18.767,798.767,0,,
31,0.04535742;0.2725686,0.5711147,00:13:18.807,798.807,00:13:18.807,798.807,0,,
31,0.04520439;0.2731004,0.5710137,00:13:18.808,798.808,00:13:18.808,798.808,0,,
31,0.04537416;0.274497,0.5702903,00:13:18.847,798.847,00:13:18.847,798.847,0,,
31,0.04554653;0.276222,0.5691784,00:13:18.888,798.888,00:13:18.888,798.888,0,,
31,0.04579608;0.277455,0.5685719,00:13:18.888,798.888,00:13:18.888,798.888,0,,
31,0.04589161;0.2779487,0.5684265,00:13:18.930,798.93,00:13:18.930,798.93,0,,
31,0.04597893;0.2784723,0.5682336,00:13:18.930,798.93,00:13:18.930,798.93,0,,
31,0.0461524;0.279213,0.5678442,00:13:18.970,798.97,00:13:18.970,798.97,0,,
31,0.04620956;0.2784996,0.5684089,00:13:18.970,798.97,00:13:18.970,798.97,0,,
31,0.04626711;0.2784429,0.5685043,00:13:19.012,799.012,00:13:19.012,799.012,0,,
31,0.04653585;0.2774683,0.5691797,00:13:19.012,799.012,00:13:19.012,799.012,0,,
31,0.0468294;0.2773192,0.569255,00:13:19.052,799.052,00:13:19.052,799.052,0,,
31,0.04665405;0.2763899,0.5696689,00:13:19.052,799.052,00:13:19.052,799.052,0,,
31,0.04678965;0.2748783,0.570594,00:13:19.093,799.093,00:13:19.093,799.093,0,,
31,0.04700826;0.2745636,0.5705686,00:13:19.093,799.093,00:13:19.093,799.093,0,,
31,0.04689819;0.27289,0.5715389,00:13:19.133,799.133,00:13:19.133,799.133,0,,
31,0.04673015;0.271105,0.5727907,00:13:19.174,799.174,00:13:19.174,799.174,0,,
31,0.0462783;0.2692737,0.5738675,00:13:19.174,799.174,00:13:19.174,799.174,0,,
31,0.04611978;0.2689361,0.5741162,00:13:19.215,799.215,00:13:19.215,799.215,0,,
31,0.04543583;0.2669207,0.5752673,00:13:19.215,799.215,00:13:19.215,799.215,0,,
31,0.04452217;0.2648689,0.5761422,00:13:19.256,799.256,00:13:19.256,799.256,0,,
31,0.04281411;0.2581612,0.5784248,00:13:19.256,799.256,00:13:19.256,799.256,0,,
31,0.04109612;0.2567309,0.5786393,00:13:19.296,799.296,00:13:19.296,799.296,0,,
31,0.0382136;0.2564693,0.5777392,00:13:19.338,799.338,00:13:19.338,799.338,0,,
31,0.03609774;0.2558892,0.5771735,00:13:19.338,799.338,00:13:19.338,799.338,0,,
31,0.0327371;0.2561181,0.5754156,00:13:19.378,799.378,00:13:19.378,799.378,0,,
31,0.02944753;0.2561641,0.5733854,00:13:19.379,799.379,00:13:19.379,799.379,0,,
31,0.02747332;0.2565004,0.5719677,00:13:19.419,799.419,00:13:19.419,799.419,0,,
31,0.02485827;0.2573588,0.5696561,00:13:19.420,799.42,00:13:19.420,799.42,0,,
31,0.02307957;0.257979,0.5681167,00:13:19.465,799.465,00:13:19.465,799.465,0,,
31,0.02181992;0.2580875,0.5674675,00:13:19.465,799.465,00:13:19.465,799.465,0,,
31,0.0209294;0.2582026,0.5666326,00:13:19.506,799.506,00:13:19.506,799.506,0,,
31,0.0208651;0.2583404,0.5659761,00:13:19.506,799.506,00:13:19.506,799.506,0,,
31,0.02168947;0.2582512,0.5656812,00:13:19.546,799.546,00:13:19.546,799.546,0,,
31,0.0228377;0.2570145,0.5654948,00:13:19.547,799.547,00:13:19.547,799.547,0,,
31,0.02567227;0.2563623,0.5651947,00:13:19.588,799.588,00:13:19.588,799.588,0,,
31,0.02770089;0.2563669,0.5644357,00:13:19.588,799.588,00:13:19.588,799.588,0,,
31,0.03135525;0.2599902,0.5613431,00:13:19.629,799.629,00:13:19.629,799.629,0,,
,,00:13:25.091,805.091,00:13:25.091,805.091,0,,
32,0.01165775;0.07278204,0.5861823,00:13:27.354,807.354,00:13:27.354,807.354,0,,
32,0.01128252;0.0730235,0.586302,00:13:27.395,807.395,00:13:27.395,807.395,0,,
32,0.01114766;0.07297844,0.5862711,00:13:27.435,807.435,00:13:27.435,807.435,0,,
32,0.01107047;0.07294381,0.5865717,00:13:27.435,807.435,00:13:27.435,807.435,0,,
32,0.01093219;0.07251352,0.5871882,00:13:27.475,807.475,00:13:27.475,807.475,0,,
32,0.01110008;0.07236922,0.5876061,00:13:27.476,807.476,00:13:27.476,807.476,0,,
32,0.01086565;0.07168895,0.5882907,00:13:27.517,807.517,00:13:27.517,807.517,0,,
32,0.01031119;0.07077932,0.5891852,00:13:27.517,807.517,00:13:27.517,807.517,0,,
