Title,Description,Start(HMS),Start(sec),End(HMS),End(sec),Duration(sec),PrimaryTag,Tags
46,-0.044838;0.05490237,0.624887,00:18:46.383,1126.383,00:18:46.383,1126.383,0,,
46,-0.0448473;0.05495501,0.6252109,00:18:46.383,1126.383,00:18:46.383,1126.383,0,,
46,-0.04550411;0.05511516,0.6261273,00:18:46.383,1126.383,00:18:46.383,1126.383,0,,
46,-0.04607738;0.05521417,0.6272182,00:18:46.384,1126.384,00:18:46.384,1126.384,0,,
46,-0.04729124;0.05528647,0.629084,00:18:46.384,1126.384,00:18:46.384,1126.384,0,,
46,-0.04782512;0.05563021,0.6301804,00:18:46.384,1126.384,00:18:46.384,1126.384,0,,
46,-0.04897787;0.05574685,0.6323571,00:18:46.384,1126.384,00:18:46.384,1126.384,0,,
46,-0.05008302;0.05601782,0.6342831,00:18:46.384,1126.384,00:18:46.384,1126.384,0,,
46,-0.05090178;0.05610824,0.6356684,00:18:46.384,1126.384,00:18:46.384,1126.384,0,,
46,-0.05175766;0.05608124,0.6377226,00:18:46.384,1126.384,00:18:46.384,1126.384,0,,
46,-0.05244919;0.05619282,0.6390512,00:18:46.384,1126.384,00:18:46.384,1126.384,0,,
46,-0.05362107;0.05638814,0.6410799,00:18:46.397,1126.397,00:18:46.397,1126.397,0,,
46,-0.05427849;0.05654192,0.6428577,00:18:46.437,1126.437,00:18:46.437,1126.437,0,,
46,-0.0548819;0.05679697,0.6441424,00:18:46.437,1126.437,00:18:46.437,1126.437,0,,
46,-0.05580189;0.05671954,0.6460155,00:18:46.478,1126.478,00:18:46.478,1126.478,0,,
46,-0.05670711;0.05692995,0.6477998,00:18:46.521,1126.521,00:18:46.521,1126.521,0,,
46,-0.05742868;0.05706596,0.6495305,00:18:46.521,1126.521,00:18:46.521,1126.521,0,,
46,-0.05801704;0.05719334,0.6505182,00:18:46.564,1126.564,00:18:46.564,1126.564,0,,
46,-0.05851447;0.0573982,0.6516391,00:18:46.564,1126.564,00:18:46.564,1126.564,0,,
46,-0.05901015;0.05727756,0.6522805,00:18:46.605,1126.605,00:18:46.605,1126.605,0,,
46,-0.05968877;0.0574699,0.6533059,00:18:46.606,1126.606,00:18:46.606,1126.606,0,,
46,-0.06010459;0.05755037,0.6535892,00:18:46.659,1126.659,00:18:46.659,1126.659,0,,
46,-0.06016742;0.05727404,0.6533241,00:18:46.659,1126.659,00:18:46.659,1126.659,0,,
46,-0.06040886;0.05694294,0.6528717,00:18:46.702,1126.702,00:18:46.702,1126.702,0,,
46,-0.06037952;0.05663115,0.6517978,00:18:46.702,1126.702,00:18:46.702,1126.702,0,,
46,-0.060208;0.05627084,0.649985,00:18:46.742,1126.742,00:18:46.742,1126.742,0,,
46,-0.06019884;0.05573267,0.6487153,00:18:46.743,1126.743,00:18:46.743,1126.743,0,,
,,00:18:51.768,1131.768,00:18:51.768,1131.768,0,,
47,0.2781681;-0.07908463,0.711615,00:30:27.123,1827.123,00:30:27.123,1827.123,0,,
47,0.2782183;-0.07698339,0.7092639,00:30:27.167,1827.167,00:30:27.167,1827.167,0,,
47,0.2777789;-0.07694623,0.7089924,00:30:27.207,1827.207,00:30:27.207,1827.207,0,,
47,0.277449;-0.07720381,0.7089922,00:30:27.207,1827.207,00:30:27.207,1827.207,0,,
47,0.276875;-0.07670185,0.7083453,00:30:27.251,1827.251,00:30:27.251,1827.251,0,,
47,0.2764376;-0.07624283,0.7079636,00:30:27.251,1827.251,00:30:27.251,1827.251,0,,
47,0.2760708;-0.07582137,0.708167,00:30:27.294,1827.294,00:30:27.294,1827.294,0,,
47,0.2758033;-0.07559612,0.7081274,00:30:27.294,1827.294,00:30:27.294,1827.294,0,,
47,0.2758715;-0.07529813,0.7077837,00:30:27.334,1827.334,00:30:27.334,1827.334,0,,
47,0.2758277;-0.07507545,0.7066898,00:30:27.335,1827.335,00:30:27.335,1827.335,0,,
47,0.2753546;-0.07505161,0.7067072,00:30:27.377,1827.377,00:30:27.377,1827.377,0,,
47,0.2750278;-0.0750654,0.7061485,00:30:27.378,1827.378,00:30:27.378,1827.378,0,,
47,0.2744056;-0.07445428,0.7053171,00:30:27.422,1827.422,00:30:27.422,1827.422,0,,
47,0.2741605;-0.07453549,0.7051806,00:30:27.422,1827.422,00:30:27.422,1827.422,0,,
47,0.2735286;-0.07472762,0.704918,00:30:27.461,1827.461,00:30:27.461,1827.461,0,,
47,0.272671;-0.074552,0.7047526,00:30:27.461,1827.461,00:30:27.461,1827.461,0,,
47,0.2725353;-0.07457194,0.7043117,00:30:27.503,1827.503,00:30:27.503,1827.503,0,,
47,0.2717577;-0.07472637,0.7043248,00:30:27.503,1827.503,00:30:27.503,1827.503,0,,
47,0.2708543;-0.07440412,0.7039708,00:30:27.549,1827.549,00:30:27.549,1827.549,0,,
47,0.2698708;-0.07499892,0.7040559,00:30:27.549,1827.549,00:30:27.549,1827.549,0,,
47,0.2688343;-0.07573503,0.7042817,00:30:27.591,1827.591,00:30:27.591,1827.591,0,,
47,0.2680372;-0.07512265,0.703709,00:30:27.642,1827.642,00:30:27.642,1827.642,0,,
47,0.2667775;-0.07571149,0.703958,00:30:27.642,1827.642,00:30:27.642,1827.642,0,,
47,0.2657299;-0.07589108,0.7038841,00:30:27.642,1827.642,00:30:27.642,1827.642,0,,
47,0.2648953;-0.07682329,0.7040534,00:30:27.685,1827.685,00:30:27.685,1827.685,0,,
47,0.2641411;-0.07637075,0.7036964,00:30:27.685,1827.685,00:30:27.685,1827.685,0,,
47,0.2632362;-0.07764709,0.7047931,00:30:27.726,1827.726,00:30:27.726,1827.726,0,,
47,0.2623505;-0.0771333,0.7042453,00:30:27.726,1827.726,00:30:27.726,1827.726,0,,
47,0.2616572;-0.07768247,0.7043002,00:30:27.769,1827.769,00:30:27.769,1827.769,0,,
47,0.2612414;-0.07811239,0.704135,00:30:27.769,1827.769,00:30:27.769,1827.769,0,,
47,0.2608922;-0.07924199,0.7039533,00:30:27.811,1827.811,00:30:27.811,1827.811,0,,
47,0.2601419;-0.08025554,0.7040564,00:30:27.854,1827.854,00:30:27.854,1827.854,0,,
47,0.2598683;-0.08088884,0.704258,00:30:27.854,1827.854,00:30:27.854,1827.854,0,,
47,0.2595662;-0.08121082,0.7042885,00:30:27.895,1827.895,00:30:27.895,1827.895,0,,
47,0.2593858;-0.08179495,0.7043152,00:30:27.895,1827.895,00:30:27.895,1827.895,0,,
47,0.2594461;-0.08285734,0.7046262,00:30:27.936,1827.936,00:30:27.936,1827.936,0,,
47,0.2594475;-0.08420902,0.7052909,00:30:27.936,1827.936,00:30:27.936,1827.936,0,,
47,0.2595932;-0.08478427,0.7055804,00:30:27.978,1827.978,00:30:27.978,1827.978,0,,
47,0.2601126;-0.0856252,0.7059692,00:30:27.978,1827.978,00:30:27.978,1827.978,0,,
47,0.2603514;-0.08556277,0.7067941,00:30:28.025,1828.025,00:30:28.025,1828.025,0,,
47,0.2606921;-0.08616796,0.7071567,00:30:28.025,1828.025,00:30:28.025,1828.025,0,,
47,0.2616858;-0.08900812,0.7096924,00:30:28.067,1828.067,00:30:28.067,1828.067,0,,
47,0.2625303;-0.08765274,0.7078067,00:30:28.067,1828.067,00:30:28.067,1828.067,0,,
47,0.2631887;-0.08809334,0.708374,00:30:28.112,1828.112,00:30:28.112,1828.112,0,,
47,0.2641875;-0.08809587,0.7085457,00:30:28.112,1828.112,00:30:28.112,1828.112,0,,
47,0.265963;-0.09165215,0.7126204,00:30:28.156,1828.156,00:30:28.156,1828.156,0,,
47,0.2664811;-0.08885145,0.7093276,00:30:28.156,1828.156,00:30:28.156,1828.156,0,,
47,0.2676966;-0.08916289,0.7095223,00:30:28.199,1828.199,00:30:28.199,1828.199,0,,
47,0.2689737;-0.08952731,0.7103431,00:30:28.199,1828.199,00:30:28.199,1828.199,0,,
47,0.2698217;-0.0889658,0.7095011,00:30:28.238,1828.238,00:30:28.238,1828.238,0,,
47,0.2708546;-0.08827394,0.7093186,00:30:28.238,1828.238,00:30:28.238,1828.238,0,,
47,0.2719411;-0.0878402,0.7089757,00:30:28.282,1828.282,00:30:28.282,1828.282,0,,
47,0.2725561;-0.087841,0.7090372,00:30:28.282,1828.282,00:30:28.282,1828.282,0,,
47,0.2735328;-0.08640498,0.707898,00:30:28.323,1828.323,00:30:28.323,1828.323,0,,
47,0.2738716;-0.08552331,0.7075197,00:30:28.366,1828.366,00:30:28.366,1828.366,0,,
47,0.2741672;-0.0853678,0.7071688,00:30:28.366,1828.366,00:30:28.366,1828.366,0,,
47,0.274269;-0.08443764,0.7068908,00:30:28.410,1828.41,00:30:28.410,1828.41,0,,
47,0.2742526;-0.08313623,0.7062485,00:30:28.410,1828.41,00:30:28.410,1828.41,0,,
47,0.2742388;-0.08259717,0.7061408,00:30:28.453,1828.453,00:30:28.453,1828.453,0,,
47,0.2740008;-0.08141926,0.7057019,00:30:28.453,1828.453,00:30:28.453,1828.453,0,,
47,0.2737157;-0.08106354,0.7059773,00:30:28.495,1828.495,00:30:28.495,1828.495,0,,
47,0.2734824;-0.08003217,0.7051919,00:30:28.495,1828.495,00:30:28.495,1828.495,0,,
47,0.2735025;-0.07924771,0.704613,00:30:28.538,1828.538,00:30:28.538,1828.538,0,,
47,0.273556;-0.07902798,0.7049332,00:30:28.538,1828.538,00:30:28.538,1828.538,0,,
47,0.2740505;-0.07940274,0.7052985,00:30:28.581,1828.581,00:30:28.581,1828.581,0,,
47,0.2739216;-0.07788971,0.7033782,00:30:28.582,1828.582,00:30:28.582,1828.582,0,,
47,0.2738254;-0.07693321,0.7020507,00:30:28.623,1828.623,00:30:28.623,1828.623,0,,
47,0.2737539;-0.07709914,0.7018891,00:30:28.623,1828.623,00:30:28.623,1828.623,0,,
47,0.2736528;-0.07662797,0.7019656,00:30:28.667,1828.667,00:30:28.667,1828.667,0,,
47,0.2738482;-0.07749468,0.7020078,00:30:28.667,1828.667,00:30:28.667,1828.667,0,,
47,0.2745365;-0.07818565,0.7013655,00:30:28.967,1828.967,00:30:28.967,1828.967,0,,
47,0.2758769;-0.0787552,0.7005798,00:30:28.967,1828.967,00:30:28.967,1828.967,0,,
47,0.2782177;-0.0808163,0.6985411,00:30:28.967,1828.967,00:30:28.967,1828.967,0,,
,,00:31:36.380,1896.38,00:31:36.380,1896.38,0,,
48,-0.0002251938;0.1633216,0.6503601,00:32:19.648,1939.648,00:32:19.648,1939.648,0,,
48,0.001311172;0.1640971,0.6524104,00:32:19.691,1939.691,00:32:19.691,1939.691,0,,
48,3.583729E-06;0.1532333,0.6562564,00:32:19.734,1939.734,00:32:19.734,1939.734,0,,
48,-0.0002070554;0.1525381,0.6569707,00:32:19.735,1939.735,00:32:19.735,1939.735,0,,
48,0.001327947;0.1635599,0.6525153,00:32:19.776,1939.776,00:32:19.776,1939.776,0,,
48,0.001622349;0.1616191,0.6545455,00:32:19.776,1939.776,00:32:19.776,1939.776,0,,
48,0.0009668581;0.1637877,0.6529842,00:32:19.817,1939.817,00:32:19.817,1939.817,0,,
48,0.0009870939;0.1641612,0.6527524,00:32:19.818,1939.818,00:32:19.818,1939.818,0,,
48,0.001051132;0.164304,0.6527023,00:32:19.864,1939.864,00:32:19.864,1939.864,0,,
48,0.0007885583;0.1643995,0.6529681,00:32:19.865,1939.865,00:32:19.865,1939.865,0,,
48,0.0008636154;0.1648865,0.6520022,00:32:19.906,1939.906,00:32:19.906,1939.906,0,,
48,0.000314936;0.1648301,0.6518864,00:32:19.907,1939.907,00:32:19.907,1939.907,0,,
48,8.46833E-05;0.1658123,0.6510682,00:32:19.948,1939.948,00:32:19.948,1939.948,0,,
48,-0.0004318543;0.1581125,0.654556,00:32:19.949,1939.949,00:32:19.949,1939.949,0,,
48,0.001504481;0.1668917,0.6512448,00:32:19.992,1939.992,00:32:19.992,1939.992,0,,
48,-0.000324212;0.1619285,0.6529294,00:32:19.992,1939.992,00:32:19.992,1939.992,0,,
48,-0.001147136;0.1648363,0.6511343,00:32:20.033,1940.033,00:32:20.033,1940.033,0,,
48,-0.001128871;0.1631783,0.6513563,00:32:20.033,1940.033,00:32:20.033,1940.033,0,,
48,-0.0008013025;0.1644292,0.650331,00:32:20.075,1940.075,00:32:20.075,1940.075,0,,
48,-0.002793342;0.1681064,0.6467681,00:32:20.075,1940.075,00:32:20.075,1940.075,0,,
48,-0.003596947;0.1675291,0.6471371,00:32:20.118,1940.118,00:32:20.118,1940.118,0,,
48,-0.002796765;0.1685854,0.6471549,00:32:20.119,1940.119,00:32:20.119,1940.119,0,,
48,-0.004249927;0.1691309,0.646102,00:32:20.160,1940.16,00:32:20.160,1940.16,0,,
48,-0.005571295;0.1686592,0.6458341,00:32:20.202,1940.202,00:32:20.202,1940.202,0,,
48,-0.006423067;0.1686672,0.6459231,00:32:20.203,1940.203,00:32:20.203,1940.203,0,,
48,-0.007551156;0.168448,0.6454226,00:32:20.246,1940.246,00:32:20.246,1940.246,0,,
48,-0.008519892;0.1697372,0.6447257,00:32:20.246,1940.246,00:32:20.246,1940.246,0,,
48,-0.009788021;0.1681998,0.6453974,00:32:20.289,1940.289,00:32:20.289,1940.289,0,,
48,-0.01086254;0.1682112,0.6454565,00:32:20.289,1940.289,00:32:20.289,1940.289,0,,
48,-0.0105439;0.1683656,0.645828,00:32:20.332,1940.332,00:32:20.332,1940.332,0,,
48,-0.01078884;0.1682498,0.6463056,00:32:20.332,1940.332,00:32:20.332,1940.332,0,,
48,-0.01337057;0.1672594,0.6457735,00:32:20.373,1940.373,00:32:20.373,1940.373,0,,
48,-0.01156727;0.166076,0.647456,00:32:20.373,1940.373,00:32:20.373,1940.373,0,,
48,-0.01452334;0.1667949,0.645589,00:32:20.416,1940.416,00:32:20.416,1940.416,0,,
48,-0.01510311;0.1658555,0.6477213,00:32:20.416,1940.416,00:32:20.416,1940.416,0,,
48,-0.01656174;0.1648079,0.6468421,00:32:20.459,1940.459,00:32:20.459,1940.459,0,,
48,-0.01671342;0.1640605,0.646674,00:32:20.460,1940.46,00:32:20.460,1940.46,0,,
48,-0.01740558;0.163634,0.6468859,00:32:20.501,1940.501,00:32:20.501,1940.501,0,,
48,-0.0175821;0.162509,0.6468193,00:32:20.501,1940.501,00:32:20.501,1940.501,0,,
48,-0.01805615;0.1611918,0.6477281,00:32:20.543,1940.543,00:32:20.543,1940.543,0,,
48,-0.01786313;0.1608062,0.6479376,00:32:20.543,1940.543,00:32:20.543,1940.543,0,,
48,-0.01789682;0.1595302,0.6488408,00:32:20.586,1940.586,00:32:20.586,1940.586,0,,
48,-0.01778125;0.1589765,0.649014,00:32:20.586,1940.586,00:32:20.586,1940.586,0,,
48,-0.01705272;0.1575194,0.6496807,00:32:20.629,1940.629,00:32:20.629,1940.629,0,,
48,-0.01668461;0.1570191,0.649837,00:32:20.629,1940.629,00:32:20.629,1940.629,0,,
48,-0.01554999;0.1559545,0.6498047,00:32:20.671,1940.671,00:32:20.671,1940.671,0,,
48,-0.01538784;0.1548866,0.6512246,00:32:20.672,1940.672,00:32:20.672,1940.672,0,,
48,-0.01433599;0.1545085,0.6515533,00:32:20.714,1940.714,00:32:20.714,1940.714,0,,
48,-0.01313422;0.1538315,0.6516743,00:32:20.756,1940.756,00:32:20.756,1940.756,0,,
48,-0.01270107;0.1533051,0.6520885,00:32:20.756,1940.756,00:32:20.756,1940.756,0,,
48,-0.01162812;0.1526144,0.6526146,00:32:20.800,1940.8,00:32:20.800,1940.8,0,,
48,-0.01031226;0.1522809,0.6530391,00:32:20.800,1940.8,00:32:20.800,1940.8,0,,
48,-0.00958354;0.1525851,0.6529354,00:32:20.842,1940.842,00:32:20.842,1940.842,0,,
48,-0.00783344;0.1527033,0.6523552,00:32:20.842,1940.842,00:32:20.842,1940.842,0,,
48,-0.006725732;0.1527858,0.652258,00:32:20.885,1940.885,00:32:20.885,1940.885,0,,
48,-0.006004669;0.1531146,0.6517715,00:32:20.886,1940.886,00:32:20.886,1940.886,0,,
48,-0.004967224;0.1535659,0.6513743,00:32:20.926,1940.926,00:32:20.926,1940.926,0,,
48,-0.00414985;0.154119,0.6514171,00:32:20.927,1940.927,00:32:20.927,1940.927,0,,
48,-0.003304813;0.1545562,0.6504009,00:32:20.969,1940.969,00:32:20.969,1940.969,0,,
48,-0.002895974;0.1551396,0.6502691,00:32:20.970,1940.97,00:32:20.970,1940.97,0,,
48,-0.00180335;0.156248,0.6499274,00:32:21.011,1941.011,00:32:21.011,1941.011,0,,
48,-0.001245901;0.1567867,0.6495064,00:32:21.012,1941.012,00:32:21.012,1941.012,0,,
48,-0.0005812608;0.1574808,0.6494224,00:32:21.053,1941.053,00:32:21.053,1941.053,0,,
48,-0.0003152117;0.1586651,0.6489528,00:32:21.053,1941.053,00:32:21.053,1941.053,0,,
48,-0.0007241964;0.15876,0.6497612,00:32:21.094,1941.094,00:32:21.094,1941.094,0,,
48,-0.0004894175;0.1598147,0.6492794,00:32:21.094,1941.094,00:32:21.094,1941.094,0,,
48,-0.0001343116;0.1610526,0.6481181,00:32:21.137,1941.137,00:32:21.137,1941.137,0,,
48,-8.159503E-05;0.1634625,0.645213,00:32:21.179,1941.179,00:32:21.179,1941.179,0,,
48,-0.0003682934;0.1640691,0.6449096,00:32:21.180,1941.18,00:32:21.180,1941.18,0,,
48,-0.001459409;0.1633605,0.6475132,00:32:21.224,1941.224,00:32:21.224,1941.224,0,,
48,-0.00163288;0.1652461,0.6446829,00:32:21.225,1941.225,00:32:21.225,1941.225,0,,
48,-0.002379242;0.1648483,0.6463603,00:32:21.266,1941.266,00:32:21.266,1941.266,0,,
48,-0.003365852;0.1655673,0.645794,00:32:21.266,1941.266,00:32:21.266,1941.266,0,,
48,-0.004313022;0.165196,0.6467697,00:32:21.308,1941.308,00:32:21.308,1941.308,0,,
48,-0.005750336;0.1654687,0.646709,00:32:21.308,1941.308,00:32:21.308,1941.308,0,,
48,-0.006058998;0.1655288,0.6463251,00:32:21.351,1941.351,00:32:21.351,1941.351,0,,
48,-0.006942213;0.1653138,0.6459993,00:32:21.352,1941.352,00:32:21.352,1941.352,0,,
48,-0.008070078;0.1645473,0.6468414,00:32:21.393,1941.393,00:32:21.393,1941.393,0,,
48,-0.007807225;0.1643376,0.6452814,00:32:21.394,1941.394,00:32:21.394,1941.394,0,,
48,-0.007159572;0.1638321,0.6440508,00:32:21.434,1941.434,00:32:21.434,1941.434,0,,
48,-0.005878534;0.1626992,0.6418692,00:32:21.434,1941.434,00:32:21.434,1941.434,0,,
49,0.005944483;0.1777356,0.6431968,00:32:42.562,1962.562,00:32:42.562,1962.562,0,,
49,0.005368982;0.1778793,0.6435722,00:32:42.604,1962.604,00:32:42.604,1962.604,0,,
49,0.005112216;0.1779576,0.6432443,00:32:42.647,1962.647,00:32:42.647,1962.647,0,,
49,0.004814688;0.1779838,0.6430466,00:32:42.647,1962.647,00:32:42.647,1962.647,0,,
49,0.004639622;0.1787152,0.6428131,00:32:42.691,1962.691,00:32:42.691,1962.691,0,,
49,0.004035547;0.178938,0.6421437,00:32:42.692,1962.692,00:32:42.692,1962.692,0,,
49,0.003471643;0.1793082,0.6415985,00:32:42.731,1962.731,00:32:42.731,1962.731,0,,
49,0.003059402;0.1793527,0.6413109,00:32:42.732,1962.732,00:32:42.732,1962.732,0,,
49,0.001809448;0.1798264,0.6407176,00:32:42.774,1962.774,00:32:42.774,1962.774,0,,
49,0.0008468516;0.1800779,0.6406409,00:32:42.774,1962.774,00:32:42.774,1962.774,0,,
49,-2.808869E-06;0.1802393,0.640402,00:32:42.817,1962.817,00:32:42.817,1962.817,0,,
49,-0.001258481;0.1801453,0.6401203,00:32:42.817,1962.817,00:32:42.817,1962.817,0,,
49,-0.002331216;0.1802163,0.6398134,00:32:42.860,1962.86,00:32:42.860,1962.86,0,,
49,-0.002248432;0.1768388,0.6418602,00:32:42.860,1962.86,00:32:42.860,1962.86,0,,
49,-0.004133727;0.1797252,0.6394559,00:32:42.903,1962.903,00:32:42.903,1962.903,0,,
49,-0.003118124;0.1782258,0.6405102,00:32:42.903,1962.903,00:32:42.903,1962.903,0,,
49,-0.004534125;0.176357,0.6410319,00:32:42.945,1962.945,00:32:42.945,1962.945,0,,
49,-0.006545659;0.1778969,0.6396699,00:32:42.945,1962.945,00:32:42.945,1962.945,0,,
49,-0.007623799;0.1768593,0.6401944,00:32:42.986,1962.986,00:32:42.986,1962.986,0,,
49,-0.008110929;0.1761074,0.6406102,00:32:42.986,1962.986,00:32:42.986,1962.986,0,,
49,-0.006819822;0.1739151,0.6425321,00:32:43.028,1963.028,00:32:43.028,1963.028,0,,
49,-0.009212151;0.1732361,0.6419788,00:32:43.028,1963.028,00:32:43.028,1963.028,0,,
49,-0.008679345;0.1726584,0.6425322,00:32:43.071,1963.071,00:32:43.071,1963.071,0,,
49,-0.00886105;0.1713961,0.6429248,00:32:43.113,1963.113,00:32:43.113,1963.113,0,,
49,-0.008342862;0.1694334,0.6437855,00:32:43.113,1963.113,00:32:43.113,1963.113,0,,
49,-0.0076891;0.16928,0.6439419,00:32:43.155,1963.155,00:32:43.155,1963.155,0,,
49,-0.00624701;0.1684148,0.6445101,00:32:43.155,1963.155,00:32:43.155,1963.155,0,,
49,-0.00424128;0.1678851,0.6451279,00:32:43.199,1963.199,00:32:43.199,1963.199,0,,
49,-0.003583591;0.1667824,0.6450922,00:32:43.199,1963.199,00:32:43.199,1963.199,0,,
49,-0.001904391;0.1659959,0.6452769,00:32:43.242,1963.242,00:32:43.242,1963.242,0,,
49,8.981675E-05;0.1646975,0.6457568,00:32:43.242,1963.242,00:32:43.242,1963.242,0,,
49,0.001281265;0.1648259,0.645718,00:32:43.283,1963.283,00:32:43.283,1963.283,0,,
49,0.003041707;0.1641652,0.6458894,00:32:43.284,1963.284,00:32:43.284,1963.284,0,,
49,0.00640082;0.1646845,0.6463166,00:32:43.328,1963.328,00:32:43.328,1963.328,0,,
49,0.006343648;0.1644624,0.6457497,00:32:43.328,1963.328,00:32:43.328,1963.328,0,,
49,0.008704502;0.1647508,0.6457456,00:32:43.371,1963.371,00:32:43.371,1963.371,0,,
49,0.009324435;0.1651345,0.6447046,00:32:43.371,1963.371,00:32:43.371,1963.371,0,,
49,0.01078966;0.166048,0.6439375,00:32:43.414,1963.414,00:32:43.414,1963.414,0,,
49,0.01125821;0.1667385,0.6432354,00:32:43.414,1963.414,00:32:43.414,1963.414,0,,
49,0.012568;0.1671978,0.6430892,00:32:43.456,1963.456,00:32:43.456,1963.456,0,,
49,0.01243606;0.1687005,0.6416259,00:32:43.456,1963.456,00:32:43.456,1963.456,0,,
49,0.0126427;0.1698172,0.640624,00:32:43.498,1963.498,00:32:43.498,1963.498,0,,
49,0.01227564;0.1710615,0.6396418,00:32:43.498,1963.498,00:32:43.498,1963.498,0,,
49,0.01248778;0.1727571,0.6388041,00:32:43.543,1963.543,00:32:43.543,1963.543,0,,
49,0.01120821;0.173691,0.6376145,00:32:43.543,1963.543,00:32:43.543,1963.543,0,,
49,0.01003214;0.1751741,0.6367366,00:32:43.585,1963.585,00:32:43.585,1963.585,0,,
49,0.01011543;0.1759718,0.637006,00:32:43.586,1963.586,00:32:43.586,1963.586,0,,
49,0.008556649;0.1739357,0.638106,00:32:43.630,1963.63,00:32:43.630,1963.63,0,,
49,0.005410023;0.1777847,0.6361439,00:32:43.630,1963.63,00:32:43.630,1963.63,0,,
49,0.004184566;0.1787127,0.6368089,00:32:43.674,1963.674,00:32:43.674,1963.674,0,,
49,0.001076005;0.1780896,0.6365927,00:32:43.674,1963.674,00:32:43.674,1963.674,0,,
49,-0.0009698831;0.1789306,0.63652,00:32:43.716,1963.716,00:32:43.716,1963.716,0,,
49,-0.001196541;0.1780496,0.6369592,00:32:43.758,1963.758,00:32:43.758,1963.758,0,,
49,-0.003399059;0.1771398,0.635258,00:32:43.758,1963.758,00:32:43.758,1963.758,0,,
50,-0.01447028;0.1446977,0.6441196,00:32:48.402,1968.402,00:32:48.402,1968.402,0,,
50,-0.01371725;0.1434269,0.6457268,00:32:48.448,1968.448,00:32:48.448,1968.448,0,,
50,-0.0133145;0.1438313,0.6459258,00:32:48.448,1968.448,00:32:48.448,1968.448,0,,
50,-0.01298889;0.1443575,0.6458659,00:32:48.489,1968.489,00:32:48.489,1968.489,0,,
50,-0.01277561;0.1438513,0.6465809,00:32:48.531,1968.531,00:32:48.531,1968.531,0,,
50,-0.01253155;0.1446158,0.6464422,00:32:48.531,1968.531,00:32:48.531,1968.531,0,,
50,-0.01265318;0.1447533,0.6469197,00:32:48.574,1968.574,00:32:48.574,1968.574,0,,
50,-0.01244737;0.1446478,0.647669,00:32:48.574,1968.574,00:32:48.574,1968.574,0,,
50,-0.01293716;0.1458122,0.6475453,00:32:48.617,1968.617,00:32:48.617,1968.617,0,,
50,-0.01344494;0.1460578,0.6485328,00:32:48.617,1968.617,00:32:48.617,1968.617,0,,
50,-0.01417618;0.1471039,0.6484051,00:32:48.660,1968.66,00:32:48.660,1968.66,0,,
50,-0.01529472;0.1481673,0.6485648,00:32:48.660,1968.66,00:32:48.660,1968.66,0,,
50,-0.01587748;0.1472695,0.6499758,00:32:48.705,1968.705,00:32:48.705,1968.705,0,,
50,-0.01691306;0.1484354,0.6497386,00:32:48.705,1968.705,00:32:48.705,1968.705,0,,
50,-0.01814552;0.1486806,0.6499571,00:32:48.747,1968.747,00:32:48.747,1968.747,0,,
50,-0.02040071;0.1501406,0.6491021,00:32:48.747,1968.747,00:32:48.747,1968.747,0,,
50,-0.02253658;0.1506149,0.6491362,00:32:48.790,1968.79,00:32:48.790,1968.79,0,,
50,-0.02534613;0.1528075,0.6473127,00:32:48.790,1968.79,00:32:48.790,1968.79,0,,
50,-0.02774407;0.1528448,0.6474586,00:32:48.832,1968.832,00:32:48.832,1968.832,0,,
50,-0.0290653;0.1527035,0.6475019,00:32:48.832,1968.832,00:32:48.832,1968.832,0,,
50,-0.03105262;0.1532346,0.646718,00:32:48.874,1968.874,00:32:48.874,1968.874,0,,
50,-0.03294096;0.1534277,0.6464902,00:32:48.874,1968.874,00:32:48.874,1968.874,0,,
50,-0.03357475;0.1526238,0.6468982,00:32:48.917,1968.917,00:32:48.917,1968.917,0,,
50,-0.03424838;0.1512421,0.6477823,00:32:48.918,1968.918,00:32:48.918,1968.918,0,,
50,-0.03532878;0.1516902,0.6468698,00:32:48.958,1968.958,00:32:48.958,1968.958,0,,
50,-0.03478867;0.1497375,0.6484614,00:32:48.959,1968.959,00:32:48.959,1968.959,0,,
50,-0.03435044;0.1489618,0.6489848,00:32:49.002,1969.002,00:32:49.002,1969.002,0,,
50,-0.0329721;0.1474476,0.6502694,00:32:49.003,1969.003,00:32:49.003,1969.003,0,,
50,-0.03191696;0.1468205,0.6507223,00:32:49.044,1969.044,00:32:49.044,1969.044,0,,
50,-0.02975871;0.1449102,0.6522832,00:32:49.086,1969.086,00:32:49.086,1969.086,0,,
50,-0.02807685;0.1448601,0.6519456,00:32:49.086,1969.086,00:32:49.086,1969.086,0,,
50,-0.02611864;0.1425245,0.6534883,00:32:49.132,1969.132,00:32:49.132,1969.132,0,,
50,-0.02430194;0.1422443,0.6535884,00:32:49.132,1969.132,00:32:49.132,1969.132,0,,
50,-0.02227008;0.1423787,0.6533245,00:32:49.172,1969.172,00:32:49.172,1969.172,0,,
50,-0.02103107;0.1421664,0.6533561,00:32:49.173,1969.173,00:32:49.173,1969.173,0,,
50,-0.01937277;0.142057,0.6533597,00:32:49.214,1969.214,00:32:49.214,1969.214,0,,
50,-0.01792134;0.1421399,0.6531396,00:32:49.215,1969.215,00:32:49.215,1969.215,0,,
50,-0.01643585;0.1422791,0.6531819,00:32:49.258,1969.258,00:32:49.258,1969.258,0,,
